Comment	Sentiment
I loved having Dr. Khan as my OB.  She was very attentive to my concerns and answered questions thoughtfully.  She truly cares about her patients. 	2
She took a lot of time and explained everything in a easy to understand way.  My surgery went beautifully and I couldn't be happier.	2
I was with Dr. Becker for 13 years until my insurance changed.  I absolutely recommend her to anyone that is looking for a knowledgeable, trustworthy and friendly OB/GYN doctor.  She has an awesome bedside manner and truly cares about her patients.	2
Dr. Lane is an amazing doctor and I have seen her on several occasions. As someone who has pretty major health anxiety it is very important to me that my concerns aren't simply dismissed. Dr. Lane really listens and takes the time to thoroughly explain all procedures and lab results in a reassuring tone. I have never felt rushed during an appointment and I have always felt my worries greatly reduced rather than aggravated when I have a visit with her. I highly recommend Dr. Lane and the great staff at this practice.	2
"Dr. Lane has been my provider for many years.  She is the best.  She is very personable and puts patients at ease.  I have had a couple of health ""speed bumps"" over the past 5 years, and she has been with me every step of the way."	2
I have been seeing Dr. Lane for the last six years. She and her staff have always provided the highest quality of care. Dr. Lane is extremely thorough, attentive and personable.  She is truly sensitive to her patient's needs.  I cannot recommend her highly enough!!!	2
Dr. Lane is awesome. She helped me when I was having health issues and had a very rough 2 years before I went to her. Dr. Lane found the problem and after my procedure I am finally back to my old self. She always listens to what I have to say and makes you feel very comfortable. I love her so much I recommended her  to my daughter in law and Dr. Lane also delivered my granddaughter. She was great during my daughter in laws pregnancy and delivery. I highly recommend her. 	2
Dr. Lane is so personable. I feel very comfortable discussing any health issues I have. I would (and have) definitely refer her to anyone looking for such a trusted physician.	2
Lara Lane is the best OB GYN I have ever seen. She is kind caring compassionate, she listens to me and is genuinely concerned about me as her patient.I am very fortunate to have found her. 	2
Dr Lane is a very kind and knowledgeable doctor. I never have to wait very long and they are always so kind and caring when I come in. Linda, at the front desk, is always welcoming and on the one occasion I was running late she was so kind to me. I called to tell them I was running late and they helped me out and were so kind about it all! As soon as I came in Linda assured me all was well! Linda is also very good at explaining all billing and making sure everything is exactly right!!	2
Great experience with Dr Lane and her staff. Took her time to get to know me and and answered my questions well. Great bedside manner. 	2
I adore Dr. Lane. She takes excellent care of me, and has from college all the way to the birth of my son. 	2
I highly recommend Dr. Lane and her staff. They are all extremely knowledgeable, very professional, very friendly. 	2
"Going to a new Dr. Is always nerve racking.   I've had my other gyno for about 25 years
From the moment I called the office I felt at ease.  Everyone in the office was very pleasant.  From 
The nurse taking my vitals to seeing the Dr. I never felt rushed and they made me feel less nervous.
"	2
Dr. Lane is not only an excellent physician she is an exceptional individual!  She spends quality time with you and cares about you as a person as well as your family life.  I would highly recommend her to anyone of any age.  	2
Dr. Lane is an incredible physician! She really takes her time to get to know you and ask you questions regarding your visit.  	2
I have been going to Dr. Lane for all of my OBGYN needs for over 9 years. I have never had a bad experience and appreciate her friendliness, compassion, knowledge and overall experience. 	2
I am so happy with my experience with Dr. Lane.  The office staff was helpful and cheerful, and I felt like my wait time was reasonable.  Dr. Lane didn't seem rushed, spent a lot of time with me, and what I really love about her is that she doesn't get freaked out about things.  Very reassuring and friendly!	2
